word,frequency,year,term,source_pdf,total_tokens,relative_freq
people,36,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.008314087759815243
english,30,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.006928406466512702
go,27,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.0062355658198614316
next,25,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.005773672055427252
passage,25,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.005773672055427252
page,24,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.005542725173210162
daydream,21,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.004849884526558892
many,21,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.004849884526558892
like,20,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.004618937644341801
also,19,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.004387990762124711
child,19,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.004387990762124711
mar,19,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.004387990762124711
one,18,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.004157043879907622
question,18,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.004157043879907622
make,17,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.003926096997690531
system,17,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.003926096997690531
time,17,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.003926096997690531
year,17,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.003926096997690531
animal,16,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.003695150115473441
life,16,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.003695150115473441
water,16,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.003695150115473441
although,15,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.003464203233256351
used,15,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.003464203233256351
around,14,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.003233256351039261
problem,14,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.003233256351039261
living,13,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.003002309468822171
may,13,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.003002309468822171
ability,12,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.002771362586605081
area,12,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.002771362586605081
daydreaming,12,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.002771362586605081
even,12,2018,Yds_Sonbahar,2018_YDS3_Ingilizce.pdf,4330,0.002771362586605081
