word,frequency,year,term,source_pdf,total_tokens,relative_freq
human,31,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.007249766136576239
english,28,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.006548175865294668
great,27,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.006314312441534144
next,24,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.005612722170252572
spring,24,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.005612722170252572
go,23,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.005378858746492049
white,23,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.005378858746492049
page,22,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.005144995322731525
time,22,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.005144995322731525
child,20,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.004677268475210477
drug,19,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.004443405051449953
make,19,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.004443405051449953
problem,19,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.004443405051449953
world,19,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.004443405051449953
may,18,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.00420954162768943
people,18,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.00420954162768943
question,18,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.00420954162768943
one,17,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.003975678203928906
water,17,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.003975678203928906
important,16,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.0037418147801683817
many,16,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.0037418147801683817
tap,16,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.0037418147801683817
well,16,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.0037418147801683817
health,15,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.0035079513564078577
made,15,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.0035079513564078577
used,15,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.0035079513564078577
although,14,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.003274087932647334
france,14,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.003274087932647334
passage,14,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.003274087932647334
predator,14,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.003274087932647334
change,13,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.00304022450888681
different,13,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.00304022450888681
work,13,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.00304022450888681
could,12,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.002806361085126286
idea,12,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.002806361085126286
solar,12,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.002806361085126286
story,12,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.002806361085126286
study,12,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.002806361085126286
best,11,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.0025724976613657625
even,11,2018,Yds_Bahar,2018_YDS_ilkbahar_Ingilizce.pdf,4276,0.0025724976613657625
