word,frequency,year,term,source_pdf,total_tokens,relative_freq
people,36,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.00980392156862745
one,23,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.006263616557734205
einstein,21,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.005718954248366013
water,19,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0051742919389978215
world,19,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0051742919389978215
could,18,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.004901960784313725
drought,18,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.004901960784313725
new,18,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.004901960784313725
time,18,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.004901960784313725
glacier,17,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.004629629629629629
sea,17,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.004629629629629629
australia,16,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.004357298474945534
year,16,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.004357298474945534
also,14,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.003812636165577342
disease,14,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.003812636165577342
even,14,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.003812636165577342
level,14,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.003812636165577342
may,14,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.003812636165577342
age,13,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.003540305010893246
education,13,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.003540305010893246
first,13,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.003540305010893246
many,13,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.003540305010893246
pressure,13,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.003540305010893246
used,13,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.003540305010893246
make,12,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0032679738562091504
mean,12,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0032679738562091504
passage,12,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0032679738562091504
scientist,12,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0032679738562091504
society,12,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0032679738562091504
country,11,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0029956427015250544
say,11,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0029956427015250544
energy,10,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0027233115468409588
greenland,10,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0027233115468409588
however,10,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0027233115468409588
need,10,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0027233115468409588
nobel,10,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0027233115468409588
number,10,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0027233115468409588
physic,10,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0027233115468409588
work,10,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0027233115468409588
area,9,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0024509803921568627
brain,9,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0024509803921568627
change,9,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0024509803921568627
committed,9,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0024509803921568627
find,9,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0024509803921568627
light,9,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0024509803921568627
like,9,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0024509803921568627
rather,9,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.0024509803921568627
although,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
company,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
developing,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
effective,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
flow,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
heart,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
idea,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
long,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
memory,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
newton,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
obesity,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
old,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
paper,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
prize,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
research,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
study,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
term,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
think,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
though,8,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.002178649237472767
ability,7,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.001906318082788671
air,7,2016,Yds_Sonbahar,2016_YDS_Sonbahar_Ingilizce.pdf,3672,0.001906318082788671
