word,frequency,year,term,source_pdf,total_tokens,relative_freq
people,35,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.007913181098801719
dream,34,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.007687090210264526
english,29,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.006556635767578567
go,27,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.006104453990504182
animal,26,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.005878363101966991
next,23,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.005200090436355415
page,23,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.005200090436355415
year,22,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.004973999547818223
human,21,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.004747908659281031
passage,21,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.004747908659281031
salt,20,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.0045218177707438394
child,18,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.004069635993669455
equipment,18,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.004069635993669455
food,18,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.004069635993669455
product,18,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.004069635993669455
may,17,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.003843545105132263
blood,16,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.0036174542165950713
could,16,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.0036174542165950713
even,16,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.0036174542165950713
old,16,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.0036174542165950713
question,16,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.0036174542165950713
system,16,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.0036174542165950713
use,16,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.0036174542165950713
hand,15,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.003391363328057879
time,15,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.003391363328057879
best,14,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.0031652724395206874
every,14,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.0031652724395206874
high,14,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.0031652724395206874
many,14,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.0031652724395206874
study,14,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.0031652724395206874
age,13,2019,Yds3,2019_YDS3_Ingilizce.pdf,4423,0.0029391815509834953
