word,frequency,year,term,source_pdf,total_tokens,relative_freq
plant,40,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.00874508089199825
english,35,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.00765194578049847
go,32,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.006996064713598601
next,28,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.006121556624398776
page,28,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.006121556624398776
consumer,26,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.005684302579798863
people,26,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.005684302579798863
many,25,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.005465675557498907
need,24,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.005247048535198951
world,24,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.005247048535198951
make,21,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.004591167468299082
passage,21,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.004591167468299082
disease,20,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.004372540445999125
could,19,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.004153913423699169
new,17,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.0037166593790992565
one,16,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.0034980323567993005
question,16,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.0034980323567993005
although,15,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.003279405334499344
gene,15,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.003279405334499344
health,15,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.003279405334499344
used,15,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.003279405334499344
also,14,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.003060778312199388
brain,14,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.003060778312199388
help,14,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.003060778312199388
may,14,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.003060778312199388
person,14,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.003060778312199388
pierce,14,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.003060778312199388
whale,14,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.003060778312199388
best,13,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.0028421512898994315
braille,13,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.0028421512898994315
child,13,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.0028421512898994315
even,13,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.0028421512898994315
face,13,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.0028421512898994315
information,13,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.0028421512898994315
sunlight,13,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.0028421512898994315
time,13,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.0028421512898994315
year,13,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.0028421512898994315
athlete,12,2019,Yds1,2019_YDS1_Ingilizce.pdf,4574,0.0026235242675994755
